location,neighborhood_short,neigbhorhood_long,council_district,zipcode,urban_village,geographical_area,latitude,longitude
530330065001,Broadway,CAPITOL HILL,SCC3,98112,None,Seattle,-122.31687,47.63388
530330065002,Broadway,CAPITOL HILL,SCC3,98102,None,Seattle,-122.32263,47.627309999999994
530330065003,Broadway,CAPITOL HILL,SCC3,98102,None,Seattle,-122.31657,47.62624
530330066001,South Lake Union,CASCADE,SCC3,98102,Eastlake,Seattle,-122.32711,47.63046
530330066002,Eastlake,CASCADE,SCC4,98102,Eastlake,Seattle,-122.32593,47.6374
530330067001,Westlake,CASCADE,SCC7,98109,None,Seattle,-122.34156000000002,47.63238
530330067002,Lower Queen Anne,QUEEN ANNE,SCC7,98109,Uptown,Seattle,-122.34555,47.6273
530330067003,East Queen Anne,QUEEN ANNE,SCC7,98109,None,Seattle,-122.34787,47.63146
530330067004,East Queen Anne,QUEEN ANNE,SCC7,98109,None,Seattle,-122.34711000000001,47.63599
530330068001,East Queen Anne,QUEEN ANNE,SCC7,98109,None,Seattle,-122.35318000000001,47.63613
530330068002,West Queen Anne,QUEEN ANNE,SCC7,98119,None,Seattle,-122.35897,47.63596
530330069001,West Queen Anne,QUEEN ANNE,SCC7,98119,None,Seattle,-122.36497,47.637170000000005
530330069002,West Queen Anne,QUEEN ANNE,SCC7,98119,None,Seattle,-122.36673,47.63308
530330069003,West Queen Anne,QUEEN ANNE,SCC7,98119,None,Seattle,-122.3657,47.62968
530330069004,West Queen Anne,QUEEN ANNE,SCC7,98119,None,Seattle,-122.37041,47.63754
530330070001,East Queen Anne,QUEEN ANNE,SCC7,98109,None,Seattle,-122.35368999999999,47.63004
530330070002,Lower Queen Anne,QUEEN ANNE,SCC7,98119,Uptown,Seattle,-122.36251000000001,47.62572
530330070003,Lower Queen Anne,QUEEN ANNE,SCC7,98109,None,Seattle,-122.35338999999999,47.62641
530330070004,Lower Queen Anne,QUEEN ANNE,SCC7,98119,Upper Queen Anne,Seattle,-122.35921,47.63095
530330070005,Lower Queen Anne,QUEEN ANNE,SCC7,98119,Uptown,Seattle,-122.35857,47.62575
530330070006,Lower Queen Anne,QUEEN ANNE,SCC7,98119,None,Seattle,-122.36001999999999,47.6282
530330071001,Lower Queen Anne,QUEEN ANNE,SCC7,98119,Uptown,Seattle,-122.36356,47.62345
530330071002,Lower Queen Anne,QUEEN ANNE,SCC7,98109,Uptown,Seattle,-122.35361,47.62173
530330072001,South Lake Union,CASCADE,SCC7,98109,South Lake Union,Seattle,-122.34262,47.61995
530330072002,Belltown,DOWNTOWN,SCC7,98121,Belltown,Seattle,-122.34401000000001,47.61712
530330072003,Belltown,DOWNTOWN,SCC7,98121,Belltown,Seattle,-122.34794,47.61759
530330073001,South Lake Union,CASCADE,SCC7,98109,South Lake Union,Seattle,-122.33108,47.62234
530330073002,Belltown,DOWNTOWN,SCC7,98101,Denny Triangle,Seattle,-122.33207,47.61741
530330073003,South Lake Union,CASCADE,SCC7,98109,South Lake Union,Seattle,-122.33636000000001,47.61988
530330074011,Broadway,CAPITOL HILL,SCC3,98102,Capitol Hill,Seattle,-122.32481999999999,47.62413
530330074012,Broadway,CAPITOL HILL,SCC3,98102,Capitol Hill,Seattle,-122.32198999999999,47.62307
530330074013,Broadway,CAPITOL HILL,SCC3,98102,Capitol Hill,Seattle,-122.32743,47.6226
530330074014,Broadway,CAPITOL HILL,SCC3,98102,Capitol Hill,Seattle,-122.32485,47.622
530330074021,Broadway,CAPITOL HILL,SCC3,98102,Capitol Hill,Seattle,-122.3239,47.6199
530330074022,Broadway,CAPITOL HILL,SCC3,98122,Capitol Hill,Seattle,-122.32338999999999,47.61758
530330074023,Broadway,CAPITOL HILL,SCC3,98122,Capitol Hill,Seattle,-122.32658,47.618120000000005
530330075001,Broadway,CAPITOL HILL,SCC3,98112,Capitol Hill,Seattle,-122.31416999999999,47.62213
530330075002,Broadway,CAPITOL HILL,SCC3,98122,Capitol Hill,Seattle,-122.31416000000002,47.617059999999995
530330075003,Broadway,CAPITOL HILL,SCC3,98102,Capitol Hill,Seattle,-122.31832,47.622679999999995
530330075004,Broadway,CAPITOL HILL,SCC3,98122,Pike/Pine,Seattle,-122.31743,47.614740000000005
530330075005,Broadway,CAPITOL HILL,SCC3,98122,Capitol Hill,Seattle,-122.31878999999999,47.61867
530330076001,Stevens,CAPITOL HILL,SCC3,98112,Madison-Miller,Seattle,-122.30751000000001,47.62423
530330076002,Stevens,CAPITOL HILL,SCC3,98112,Madison-Miller,Seattle,-122.30528999999999,47.6207
530330076003,Stevens,CAPITOL HILL,SCC3,98112,None,Seattle,-122.31026000000001,47.62105
530330077001,Harrison/Denny-Blaine,CENTRAL AREA,SCC3,98112,None,Seattle,-122.29406999999999,47.6192
530330077002,Stevens,CAPITOL HILL,SCC3,98112,None,Seattle,-122.29898,47.62304
530330077003,Mann,CENTRAL AREA,SCC3,98122,None,Seattle,-122.29928000000001,47.6152
530330077004,Mann,CENTRAL AREA,SCC3,98122,None,Seattle,-122.29975,47.61918
530330078001,Madrona,CENTRAL AREA,SCC3,98122,None,Seattle,-122.28493999999999,47.61182
530330078002,Madrona,CENTRAL AREA,SCC3,98122,None,Seattle,-122.28785,47.60923
530330078003,Madrona,CENTRAL AREA,SCC3,98122,None,Seattle,-122.28889,47.613820000000004
530330078004,Harrison/Denny-Blaine,CENTRAL AREA,SCC3,98112,None,Seattle,-122.28826000000001,47.61987
530330079001,Minor,CENTRAL AREA,SCC3,98122,23rd & Union-Jackson,Seattle,-122.3041,47.613859999999995
530330079002,Minor,CENTRAL AREA,SCC3,98122,None,Seattle,-122.30702,47.61392
530330079003,Minor,CENTRAL AREA,SCC3,98122,None,Seattle,-122.31083000000001,47.61224
530330079004,Minor,CENTRAL AREA,SCC3,98122,Capitol Hill,Seattle,-122.31081,47.61528
530330079005,Stevens,CAPITOL HILL,SCC3,98122,Madison-Miller,Seattle,-122.30917,47.61757
530330080011,Belltown,DOWNTOWN,SCC7,98121,Belltown,Seattle,-122.35038999999999,47.616820000000004
530330080012,Belltown,DOWNTOWN,SCC7,98121,Belltown,Seattle,-122.34612,47.61432
530330080013,Belltown,DOWNTOWN,SCC7,98121,Belltown,Seattle,-122.35521999999999,47.61636
530330080014,Belltown,DOWNTOWN,SCC7,98121,Belltown,Seattle,-122.35101,47.61486
530330080015,Belltown,DOWNTOWN,SCC7,98121,Belltown,Seattle,-122.35288999999999,47.615970000000004
530330080021,Pike-Market,DOWNTOWN,SCC7,98121,Belltown,Seattle,-122.34257,47.61177
530330080022,Belltown,DOWNTOWN,SCC7,98121,Belltown,Seattle,-122.34743,47.61235
530330081001,Central Business District,DOWNTOWN,SCC7,98101,Commercial Core,Seattle,-122.33811999999999,47.60532
530330081002,Central Business District,DOWNTOWN,SCC7,98101,Commercial Core,Seattle,-122.3343,47.60683
530330081003,Pike-Market,DOWNTOWN,SCC7,98101,Commercial Core,Seattle,-122.34101000000001,47.60889
530330082001,Central Business District,DOWNTOWN,SCC7,98101,Commercial Core,Seattle,-122.33311,47.61079
530330082002,First Hill,DOWNTOWN,SCC7,98104,First Hill,Seattle,-122.32895,47.608270000000005
530330082003,First Hill,DOWNTOWN,SCC7,98101,First Hill,Seattle,-122.32994,47.61081
530330083001,First Hill,DOWNTOWN,SCC3,98101,First Hill,Seattle,-122.32635,47.60982
530330083002,Broadway,CAPITOL HILL,SCC7,98101,Pike/Pine,Seattle,-122.32943,47.61354
530330084001,Broadway,CAPITOL HILL,SCC3,98122,Pike/Pine,Seattle,-122.323,47.61488
530330084002,First Hill,DOWNTOWN,SCC3,98104,First Hill,Seattle,-122.32303999999999,47.61118
530330084003,Broadway,CAPITOL HILL,SCC3,98122,Pike/Pine,Seattle,-122.32708000000001,47.61499
530330085001,First Hill,DOWNTOWN,SCC3,98104,First Hill,Seattle,-122.32717,47.60624
530330085002,Yesler Terrace,DOWNTOWN,SCC3,98104,First Hill,Seattle,-122.32225,47.60559
530330085003,Yesler Terrace,DOWNTOWN,SCC3,98104,First Hill,Seattle,-122.3255,47.60326
530330086001,Minor,CENTRAL AREA,SCC3,98122,12th Avenue,Seattle,-122.31475,47.60901
530330086002,First Hill,DOWNTOWN,SCC3,98122,12th Avenue,Seattle,-122.3187,47.60805
530330086003,Minor,CENTRAL AREA,SCC3,98122,12th Avenue,Seattle,-122.31653,47.603229999999996
530330087001,Minor,CENTRAL AREA,SCC3,98122,None,Seattle,-122.3079,47.60821
530330087002,Minor,CENTRAL AREA,SCC3,98122,23rd & Union-Jackson,Seattle,-122.30474,47.604040000000005
530330087003,Minor,CENTRAL AREA,SCC3,98122,23rd & Union-Jackson,Seattle,-122.30984,47.603809999999996
530330088001,Mann,CENTRAL AREA,SCC3,98122,None,Seattle,-122.29771000000001,47.61099
530330088002,Mann,CENTRAL AREA,SCC3,98122,23rd & Union-Jackson,Seattle,-122.29761,47.60666
530330088003,Mann,CENTRAL AREA,SCC3,98122,23rd & Union-Jackson,Seattle,-122.29755,47.602959999999996
530330089001,Leschi,CENTRAL AREA,SCC3,98144,None,Seattle,-122.28898999999998,47.59673
530330089002,Leschi,CENTRAL AREA,SCC3,98144,None,Seattle,-122.29458999999999,47.595040000000004
530330089003,Atlantic,CENTRAL AREA,SCC3,98144,23rd & Union-Jackson,Seattle,-122.2974,47.59984
530330089004,Atlantic,CENTRAL AREA,SCC3,98144,None,Seattle,-122.29997,47.59505
530330090001,Atlantic,CENTRAL AREA,SCC3,98144,23rd & Union-Jackson,Seattle,-122.30426999999999,47.5974
530330090002,Atlantic,CENTRAL AREA,SCC3,98144,23rd & Union-Jackson,Seattle,-122.31177,47.59875
530330091001,International District,DOWNTOWN,SCC2,98104,Chinatown-International District,Seattle,-122.32033999999999,47.59875
530330091002,International District,DOWNTOWN,SCC2,98104,Chinatown-International District,Seattle,-122.32571999999999,47.59751
530330092001,International District,DOWNTOWN,SCC2,98104,Chinatown-International District,Seattle,-122.32593999999999,47.60035
530330092002,Pioneer Square,DOWNTOWN,SCC7,98104,Pioneer Square,Seattle,-122.33338,47.60041
530330093001,Industrial District,NO BROADER TERM,SCC2,98134,Greater Duwamish,Seattle,-122.32143,47.59066
530330093002,Industrial District,NO BROADER TERM,SCC2,98134,Greater Duwamish,Seattle,-122.33533999999999,47.589459999999995
530330093003,Industrial District,NO BROADER TERM,SCC2,98134,Greater Duwamish,Seattle,-122.32926,47.569559999999996
530330094001,North Beacon Hill,BEACON HILL,SCC2,98144,North Beacon Hill,Seattle,-122.31546999999999,47.58798
530330094002,Atlantic,CENTRAL AREA,SCC3,98144,None,Seattle,-122.30775,47.591409999999996
530330094003,North Beacon Hill,BEACON HILL,SCC2,98144,None,Seattle,-122.3073,47.58339
530330094004,North Beacon Hill,BEACON HILL,SCC2,98144,North Beacon Hill,Seattle,-122.31459,47.58419
530330094005,North Beacon Hill,BEACON HILL,SCC2,98144,None,Seattle,-122.31326999999999,47.590340000000005
530330095001,Mount Baker,RAINIER VALLEY,SCC3,98144,None,Seattle,-122.29026999999999,47.58592
530330095002,Mount Baker,RAINIER VALLEY,SCC3,98144,North Rainier,Seattle,-122.29805,47.58679
530330095003,Mount Baker,RAINIER VALLEY,SCC2,98144,None,Seattle,-122.28606,47.57654
530330095004,Mount Baker,RAINIER VALLEY,SCC2,98144,North Rainier,Seattle,-122.29451,47.57734
530330096001,North Admiral,WEST SEATTLE,SCC1,98126,None,Seattle,-122.38091000000001,47.58497
530330096002,North Admiral,WEST SEATTLE,SCC1,98116,Admiral,Seattle,-122.38637,47.583290000000005
530330096003,North Admiral,WEST SEATTLE,SCC1,98116,None,Seattle,-122.39385,47.58374
530330096004,North Admiral,WEST SEATTLE,SCC1,98116,None,Seattle,-122.38885,47.58788
530330096005,North Admiral,WEST SEATTLE,SCC1,98116,None,Seattle,-122.38803,47.5906
530330097011,Alki,WEST SEATTLE,SCC1,98116,None,Seattle,-122.40586,47.57663
530330097012,Alki,WEST SEATTLE,SCC1,98116,None,Seattle,-122.41146,47.57567
530330097013,Alki,WEST SEATTLE,SCC1,98116,None,Seattle,-122.41426000000001,47.57465
530330097014,Alki,WEST SEATTLE,SCC1,98116,None,Seattle,-122.4043,47.56629
530330097021,North Admiral,WEST SEATTLE,SCC1,98116,None,Seattle,-122.39227,47.57685
530330097022,Genesee,WEST SEATTLE,SCC1,98116,None,Seattle,-122.39258999999998,47.56811
530330097023,Genesee,WEST SEATTLE,SCC1,98116,None,Seattle,-122.39511,47.56211
530330097024,Genesee,WEST SEATTLE,SCC1,98116,None,Seattle,-122.39877,47.56881
530330097025,North Admiral,WEST SEATTLE,SCC1,98116,None,Seattle,-122.39901,47.5771
530330098001,North Admiral,WEST SEATTLE,SCC1,98116,Admiral,Seattle,-122.38373999999999,47.57867
530330098002,North Admiral,WEST SEATTLE,SCC1,98126,None,Seattle,-122.38011999999999,47.57414
530330098003,Genesee,WEST SEATTLE,SCC1,98126,None,Seattle,-122.37966999999999,47.56776
530330098004,Genesee,WEST SEATTLE,SCC1,98116,West Seattle Junction,Seattle,-122.38536,47.56596
530330098005,North Admiral,WEST SEATTLE,SCC1,98116,None,Seattle,-122.38682,47.57246
530330099001,North Admiral,WEST SEATTLE,SCC1,98126,None,Seattle,-122.37443999999999,47.571020000000004
530330099002,North Delridge,DELRIDGE,SCC1,98106,None,Seattle,-122.35887,47.564440000000005
530330099003,North Delridge,DELRIDGE,SCC1,98126,None,Seattle,-122.37106000000001,47.55972
530330099004,None,None,SCC1,98134,Greater Duwamish,Seattle,-122.35977,47.57685
530330100011,North Beacon Hill,BEACON HILL,SCC2,98108,None,Seattle,-122.30208,47.5713
530330100012,North Beacon Hill,BEACON HILL,SCC2,98108,None,Seattle,-122.3113,47.565940000000005
530330100013,Columbia City,RAINIER VALLEY,SCC2,98108,Columbia City,Seattle,-122.29873,47.56472
530330100021,North Beacon Hill,BEACON HILL,SCC2,98144,None,Seattle,-122.3139,47.576029999999996
530330100022,North Beacon Hill,BEACON HILL,SCC2,98144,North Beacon Hill,Seattle,-122.3111,47.57844
530330100023,North Beacon Hill,BEACON HILL,SCC2,98144,None,Seattle,-122.30581000000001,47.57823
530330100024,North Beacon Hill,BEACON HILL,SCC2,98144,None,Seattle,-122.30795,47.57349
530330101001,Seward Park,SEWARD PARK,SCC2,98118,None,Seattle,-122.27451,47.56609
530330101002,Columbia City,RAINIER VALLEY,SCC2,98118,None,Seattle,-122.27869,47.562259999999995
530330101003,Columbia City,RAINIER VALLEY,SCC2,98108,Columbia City,Seattle,-122.29328000000001,47.5646
530330101004,Columbia City,RAINIER VALLEY,SCC2,98108,None,Seattle,-122.29198999999998,47.56815
530330101005,Mount Baker,RAINIER VALLEY,SCC2,98118,None,Seattle,-122.28546999999999,47.56879
530330102001,Seward Park,SEWARD PARK,SCC2,98118,None,Seattle,-122.26583000000001,47.55592
530330102002,Seward Park,SEWARD PARK,SCC2,98118,None,Seattle,-122.25685,47.55225
530330102003,Seward Park,SEWARD PARK,SCC2,98118,None,Seattle,-122.27253999999999,47.54938
530330102004,Seward Park,SEWARD PARK,SCC2,98118,None,Seattle,-122.27252,47.555659999999996
530330103001,Columbia City,RAINIER VALLEY,SCC2,98118,None,Seattle,-122.27813,47.556909999999995
530330103002,Columbia City,RAINIER VALLEY,SCC2,98118,None,Seattle,-122.27831,47.54991
530330103003,Columbia City,RAINIER VALLEY,SCC2,98118,Othello,Seattle,-122.28379,47.549479999999996
530330103004,Columbia City,RAINIER VALLEY,SCC2,98118,Columbia City,Seattle,-122.28861,47.55695
530330103005,Columbia City,RAINIER VALLEY,SCC2,98118,Columbia City,Seattle,-122.28339,47.55683
530330104011,Mid-Beacon Hill,BEACON HILL,SCC2,98108,None,Seattle,-122.29481000000001,47.55725
530330104012,Mid-Beacon Hill,BEACON HILL,SCC2,98108,None,Seattle,-122.29751999999999,47.55427
530330104013,Mid-Beacon Hill,BEACON HILL,SCC2,98108,None,Seattle,-122.29409,47.5484
530330104021,Mid-Beacon Hill,BEACON HILL,SCC2,98108,None,Seattle,-122.31166,47.55085
530330104022,Mid-Beacon Hill,BEACON HILL,SCC2,98108,None,Seattle,-122.3087,47.557829999999996
530330104023,Mid-Beacon Hill,BEACON HILL,SCC2,98108,None,Seattle,-122.30376000000001,47.55048
530330104024,Mid-Beacon Hill,BEACON HILL,SCC2,98108,None,Seattle,-122.31493,47.55701
530330105001,Fairmount Park,WEST SEATTLE,SCC1,98126,None,Seattle,-122.37885,47.560179999999995
530330105002,Fairmount Park,WEST SEATTLE,SCC1,98136,None,Seattle,-122.38108999999999,47.55427
530330105003,Seaview,WEST SEATTLE,SCC1,98136,None,Seattle,-122.39176,47.5549
530330105004,Fairmount Park,WEST SEATTLE,SCC1,98116,West Seattle Junction,Seattle,-122.38413999999999,47.559259999999995
530330105005,Genesee,WEST SEATTLE,SCC1,98116,None,Seattle,-122.39036000000002,47.5598
530330106001,Gatewood,WEST SEATTLE,SCC1,98126,None,Seattle,-122.37911000000001,47.545770000000005
530330106002,Fairmount Park,WEST SEATTLE,SCC1,98136,Morgan Junction,Seattle,-122.38443000000001,47.54936
530330106003,Gatewood,WEST SEATTLE,SCC1,98136,Morgan Junction,Seattle,-122.38558,47.543079999999996
530330106004,Seaview,WEST SEATTLE,SCC1,98136,None,Seattle,-122.39186000000001,47.54332
530330106005,Seaview,WEST SEATTLE,SCC1,98136,None,Seattle,-122.3971,47.55061
530330106006,Seaview,WEST SEATTLE,SCC1,98136,None,Seattle,-122.38978999999999,47.54943
530330107011,High Point,DELRIDGE,SCC1,98106,None,Seattle,-122.36542,47.546040000000005
530330107012,Roxhill,DELRIDGE,SCC1,98126,None,Seattle,-122.3672,47.53702
530330107021,High Point,DELRIDGE,SCC1,98126,None,Seattle,-122.37296,47.55089
530330107022,High Point,DELRIDGE,SCC1,98126,None,Seattle,-122.37158000000001,47.54622
530330107023,High Point,DELRIDGE,SCC1,98126,None,Seattle,-122.37421,47.54273
530330108001,Riverview,DELRIDGE,SCC1,98106,None,Seattle,-122.3488,47.54675
530330108002,Riverview,DELRIDGE,SCC1,98106,None,Seattle,-122.35835,47.54302
530330108003,Riverview,DELRIDGE,SCC1,98106,None,Seattle,-122.35996999999999,47.55381
530330109001,Georgetown,NO BROADER TERM,SCC2,98108,Greater Duwamish,Seattle,-122.31171,47.53675
530330109002,Georgetown,NO BROADER TERM,SCC2,98108,Greater Duwamish,Seattle,-122.32864,47.54909
530330110011,Holly Park,BEACON HILL,SCC2,98118,Othello,Seattle,-122.28898000000001,47.54107
530330110012,Holly Park,BEACON HILL,SCC2,98118,Othello,Seattle,-122.28591999999999,47.54211
530330110013,South Beacon Hill,BEACON HILL,SCC2,98118,Othello,Seattle,-122.28478999999999,47.53437
530330110021,South Beacon Hill,BEACON HILL,SCC2,98108,None,Seattle,-122.29992,47.53881
530330110022,Holly Park,BEACON HILL,SCC2,98108,Othello,Seattle,-122.29511000000001,47.542159999999996
530330110023,Mid-Beacon Hill,BEACON HILL,SCC2,98108,None,Seattle,-122.30055,47.543690000000005
530330111011,Brighton,RAINIER VALLEY,SCC2,98118,None,Seattle,-122.2732,47.54079
530330111012,Brighton,RAINIER VALLEY,SCC2,98118,None,Seattle,-122.2776,47.53852
530330111013,Brighton,RAINIER VALLEY,SCC2,98118,None,Seattle,-122.27561999999999,47.53391
530330111014,Brighton,RAINIER VALLEY,SCC2,98118,None,Seattle,-122.28021000000001,47.54368
530330111021,Seward Park,SEWARD PARK,SCC2,98118,None,Seattle,-122.26401000000001,47.540079999999996
530330111022,Brighton,RAINIER VALLEY,SCC2,98118,None,Seattle,-122.27044,47.54367
530330111023,Brighton,RAINIER VALLEY,SCC2,98118,None,Seattle,-122.27133,47.53423
530330111024,Brighton,RAINIER VALLEY,SCC2,98118,None,Seattle,-122.26868,47.536429999999996
530330112001,South Park,NO BROADER TERM,SCC1,98108,South Park,Seattle,-122.32856000000001,47.5255
530330112002,South Park,NO BROADER TERM,SCC1,98108,Greater Duwamish,Seattle,-122.32813,47.53371
530330112003,South Park,NO BROADER TERM,SCC1,98108,South Park,Seattle,-122.31653999999999,47.524570000000004
530330113001,Highland Park,DELRIDGE,SCC1,98106,None,Seattle,-122.34087,47.5292
530330113002,Highland Park,DELRIDGE,SCC1,98106,None,Seattle,-122.34871000000001,47.51897
530330113003,Highland Park,DELRIDGE,SCC1,98106,None,Seattle,-122.35058000000001,47.52277
530330113004,Highland Park,DELRIDGE,SCC1,98106,None,Seattle,-122.3512,47.52766
530330113005,Highland Park,DELRIDGE,SCC1,98106,None,Seattle,-122.34983000000001,47.5312
530330114011,South Delridge,DELRIDGE,SCC1,98106,None,Seattle,-122.36448999999999,47.53099
530330114012,Roxhill,DELRIDGE,SCC1,98106,Westwood-Highland Park,Seattle,-122.36518999999998,47.52648
530330114013,South Delridge,DELRIDGE,SCC1,98106,None,Seattle,-122.35791,47.53113
530330114021,South Delridge,DELRIDGE,SCC1,98106,Westwood-Highland Park,Seattle,-122.36405,47.52299
530330114022,South Delridge,DELRIDGE,SCC1,98106,Westwood-Highland Park,Seattle,-122.3586,47.51947
530330114023,Roxhill,DELRIDGE,SCC1,98126,None,Seattle,-122.36967,47.51923
530330115001,Roxhill,DELRIDGE,SCC1,98126,None,Seattle,-122.37248999999998,47.53244
530330115002,Roxhill,DELRIDGE,SCC1,98126,None,Seattle,-122.37633000000001,47.525040000000004
530330115003,Gatewood,WEST SEATTLE,SCC1,98126,None,Seattle,-122.37831000000001,47.53349
530330116001,Gatewood,WEST SEATTLE,SCC1,98136,None,Seattle,-122.38423999999999,47.53776
530330116002,Gatewood,WEST SEATTLE,SCC1,98136,None,Seattle,-122.38491,47.531929999999996
530330116003,Fauntleroy,WEST SEATTLE,SCC1,98136,None,Seattle,-122.38592,47.52595
530330116004,Fauntleroy,WEST SEATTLE,SCC1,98136,None,Seattle,-122.38382,47.519529999999996
530330116005,Fauntleroy,WEST SEATTLE,SCC1,98136,None,Seattle,-122.39166999999999,47.52365
530330116006,Fauntleroy,WEST SEATTLE,SCC1,98136,None,Seattle,-122.39383000000001,47.53302
530330117001,South Beacon Hill,BEACON HILL,SCC2,98118,Rainier Beach,Seattle,-122.27891000000001,47.5254
530330117002,South Beacon Hill,BEACON HILL,SCC2,98118,None,Seattle,-122.28756000000001,47.51956
530330117003,South Beacon Hill,BEACON HILL,SCC2,98118,None,Seattle,-122.28476,47.525420000000004
530330117004,Rainier Beach,RAINIER VALLEY,SCC2,98118,None,Seattle,-122.2756,47.51488
530330118001,Dunlap,RAINIER VALLEY,SCC2,98118,None,Seattle,-122.26243999999998,47.52581
530330118002,Rainier Beach,RAINIER VALLEY,SCC2,98118,None,Seattle,-122.25711000000001,47.516000000000005
530330118003,Rainier Beach,RAINIER VALLEY,SCC2,98118,None,Seattle,-122.26388999999999,47.51681
530330118004,Dunlap,RAINIER VALLEY,SCC2,98118,Rainier Beach,Seattle,-122.27188999999998,47.52205
530330118005,Dunlap,RAINIER VALLEY,SCC2,98118,None,Seattle,-122.27438000000001,47.52865
530330118006,Dunlap,RAINIER VALLEY,SCC2,98118,Rainier Beach,Seattle,-122.26783,47.52565
530330119001,Rainier Beach,RAINIER VALLEY,SCC2,98178,None,South,-122.25218999999998,47.51128
530330119002,None,None,None,98178,None,South,-122.24866999999999,47.50492
530330119003,Rainier View,RAINIER VALLEY,SCC2,98178,None,South,-122.25783999999999,47.50507
530330119004,Rainier View,RAINIER VALLEY,SCC2,98178,None,South,-122.2652,47.498979999999996
530330119005,Rainier Beach,RAINIER VALLEY,SCC2,98178,None,South,-122.26593999999999,47.50867
530330120001,Arbor Heights,WEST SEATTLE,SCC1,98126,None,Seattle,-122.37543000000001,47.51413
530330120002,Arbor Heights,WEST SEATTLE,SCC1,98146,None,South,-122.38054,47.51008
530330120003,Arbor Heights,WEST SEATTLE,SCC1,98136,None,Seattle,-122.38600000000001,47.51481
530330121001,Fauntleroy,WEST SEATTLE,SCC1,98146,None,South,-122.38993,47.51039
530330121002,Arbor Heights,WEST SEATTLE,SCC1,98146,None,South,-122.37688,47.50355
530330260011,None,None,None,98178,None,South,-122.24203999999999,47.50609
530330264004,None,None,None,98168,None,South,-122.32226999999999,47.50997
530330264005,None,None,None,98108,None,Seattle,-122.31928,47.51616
530330265001,Highland Park,DELRIDGE,SCC1,98106,None,Seattle,-122.33588,47.515809999999995
